urn:cts:greekLit:tlg0012.tlg001.msA:1.1	<l xmlns="http://www.tei-c.org/ns/1.0" n="1"> Μῆνιν ἄειδε θεὰ <persName n="urn:cite:hmt:pers.pers1"> Πηληϊάδεω Ἀχιλῆος</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.313	<l xmlns="http://www.tei-c.org/ns/1.0" n="313"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> δὲ πρὸς δώματ' <persName n="urn:cite:hmt:pers.pers129"> Ἀλεξάνδροιο</persName> βεβήκει</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.317	<l xmlns="http://www.tei-c.org/ns/1.0" n="317"> ἐγγύθι τε <persName n="urn:cite:hmt:pers.pers145"> Πριάμοιο</persName> καὶ <persName> Ἕκτορος</persName> . ἐν πόλει ἄκρῃ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.318	<l xmlns="http://www.tei-c.org/ns/1.0" n="318"> ἔνθ' <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> εἰσῆλθε <persName n="urn:cite:hmt:pers.pers8"> Διῒ</persName> φίλος· ἐν δ' άρα χειρὶ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.323	<l xmlns="http://www.tei-c.org/ns/1.0" n="323"> <rs n="urn:cite:hmt:place.place114" type="ethnic"> Ἀργείη</rs> δ' <persName n="urn:cite:hmt:pers.pers94"> Ἑλένη</persName> . μετ’ άρα δμῳῆσι γυναιξὶν</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.325	<l xmlns="http://www.tei-c.org/ns/1.0" n="325"> τὸν δ' <persName type="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> νείκεσσεν ἰ̈δὼν. αἰσχροῖς ἐπέεσσι· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.332	<l xmlns="http://www.tei-c.org/ns/1.0" n="332"> τὸν δ`' αὖτε προσέειπεν <persName type="urn:cite:hmt:pers.pers129"> Ἀλέξανδρος</persName> θεοειδής· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.333	<l xmlns="http://www.tei-c.org/ns/1.0" n="333"> <persName type="urn:cite:hmt:pers.pers172"> Ἕκτορ</persName> . ἐπεί με κατ' αῖσαν ἐνείκεσας, οὐδ' ὑπὲρ αῖσαν. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.342	<l xmlns="http://www.tei-c.org/ns/1.0" n="342"> ὡς φάτο. τὸν δ' οὔ τι προσέφη κορυθαιόλος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.343	<l xmlns="http://www.tei-c.org/ns/1.0" n="343"> τὸν δ' <persName n="urn:cite:hmt:pers.pers94"> Ἑλένη</persName> μύθοισι <choice> <sic> προσηῦδα</sic> <corr> προσηύδα</corr></choice> μειλιχίοισι· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.356	<l xmlns="http://www.tei-c.org/ns/1.0" n="356"> εἵνεκ' ἐμεῖο κυνὸς, καὶ <persName n="urn:cite:hmt:pers.pers129"> Ἀλεξάνδρου</persName> ἕνεκ' ἄτης, </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.357	<l xmlns="http://www.tei-c.org/ns/1.0" n="357"> οἷσιν ἐπὶ <persName n="urn:cite:hmt:pers.pers8"> Ζεὺς</persName> θῆκε κακὸν μόρον. ὡς καὶ ὀπίσσω </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.359	<l xmlns="http://www.tei-c.org/ns/1.0" n="359"> τὴν δ`' ἠμείβετ' ἔπειτα μέγας κορυθαιόλος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.360	<l xmlns="http://www.tei-c.org/ns/1.0" n="360"> μή με κάθιζ' <persName n="urn:cite:hmt:pers.pers94"> Ἑλένη</persName> . φιλέουσά περ. οὐδέ με πείσεις·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.369	<l xmlns="http://www.tei-c.org/ns/1.0" n="369"> ὡς ἄρα φωνήσας ἀπέβη κορυθαιόλος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.371	<l xmlns="http://www.tei-c.org/ns/1.0" n="371"> οὐδ' εὗρ' <persName n="urn:cite:hmt:pers.pers171"> Ἀνδρομάχην</persName> λευκώλενον ἐν μεγάροισιν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.374	<l xmlns="http://www.tei-c.org/ns/1.0" n="374"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> δ' ὡς οὐκ ἔνδον ἀμύμονα τέτμεν ἄκοιτιν.</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.377	<l xmlns="http://www.tei-c.org/ns/1.0" n="377"> πῇ ἔβη <persName n="urn:cite:hmt:pers.pers171"> Ἀνδρομάχη</persName> λευκώλενος ἐκ μεγάροιο·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.379	<l xmlns="http://www.tei-c.org/ns/1.0" n="379"> ἢ ἐς <persName n="urn:cite:hmt:pers.pers67"> Ἀθηναίης</persName> ἐξοίχεται· ἔνθά περ ἄλλαι</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.382	<l xmlns="http://www.tei-c.org/ns/1.0" n="382"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορ</persName> . ἐπεὶ μάλ' ἄνωγας ἀληθέα μυθήσασθαι·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.384	<l xmlns="http://www.tei-c.org/ns/1.0" n="384"> οὔτ' ἐς <persName n="urn:cite:hmt:pers.pers67"> Ἀθηναίης</persName> ἐξοίχεται· ἔνθά περ ἄλλαι </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.390	<l xmlns="http://www.tei-c.org/ns/1.0" n="390"> ῆ ρα γυνὴ ταμίη· ὁ δ' ἀπέσσυτο δώματος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.395	<l xmlns="http://www.tei-c.org/ns/1.0" n="395"> <persName n="urn:cite:hmt:pers.pers171"> Ἀνδρομάχη</persName> . θυγάτηρ μεγαλήτορος <persName n="urn:cite:hmt:pers.pers170"> Ἠετίωνος</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.396	<l xmlns="http://www.tei-c.org/ns/1.0" n="396"> <persName n="urn:cite:hmt:pers.pers170"> Ἠετίων</persName> . ὃς ἔναιεν ὑπὸ <placeName n="urn:cite:hmt:place.place314"> Πλάκῳ</placeName> ὑληέσσῃ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.398	<l xmlns="http://www.tei-c.org/ns/1.0" n="398"> τοῦ περ δὴ θυγάτηρ ἔχεθ' <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορι</persName> χαλκοκορυστῇ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.401	<l xmlns="http://www.tei-c.org/ns/1.0" n="401"> <persName n="urn:cite:hmt:pers.pers726"> Ἑκτορίδην</persName> ἀγαπητὸν ἀλίγκιον ἀστέρι καλῷ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.402	<l xmlns="http://www.tei-c.org/ns/1.0" n="402"> τόν ῥ' <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> καλέεσκε <persName n="urn:cite:hmt:pers.pers726"> Σκαμάνδριον</persName> · αὐτὰρ οἱ ἄλλοι</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.403	<l xmlns="http://www.tei-c.org/ns/1.0" n="403"> <persName n="urn:cite:hmt:pers.pers726"> Ἀστυάνακτ'</persName> . οἶος γὰρ ἐρύετο <placeName n="urn:cite:hmt:place.place6"> ῎Ϊλιον</placeName> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.405	<l xmlns="http://www.tei-c.org/ns/1.0" n="405"> <persName n="urn:cite:hmt:pers.pers171"> Ἀνδρομάχη</persName> δέ οἱ ἄγχι παρίστατο δακρυ χέουσα,</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.414	<l xmlns="http://www.tei-c.org/ns/1.0" n="414"> ἤτοι γὰρ πατέρ' ἁμὸν ἀπέκτανε δῖος <persName type="urn:cite:hmt:pers.pers1"> Ἀχιλλεὺς</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.416	<l xmlns="http://www.tei-c.org/ns/1.0" n="416"> <placeName type="urn:cite:hmt:place.place51"> Θήβην</placeName> ὑψίπυλον. κατα δ' έκτανεν <persName type="urn:cite:hmt:pers.pers170"> Ἠετίωνα</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.420	<l xmlns="http://www.tei-c.org/ns/1.0" n="420"> νύμφαι ὀρεστιάδες. κοῦραι <persName type="urn:cite:hmt:pers.pers8"> Διὸς</persName> αἰγιόχοιο· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.422	<l xmlns="http://www.tei-c.org/ns/1.0" n="422"> οἱ μὲν πάντες ἰῷ κίον ἤματι <persName type="urn:cite:hmt:pers.pers201"> Ἄϊδος</persName> εἴσω·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.423	<l xmlns="http://www.tei-c.org/ns/1.0" n="423"> πάντας γὰρ κατέπεφνε ποδάρκης δῖος <persName type="urn:cite:hmt:pers.pers1"> Ἀχιλλεὺς</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.425	<l xmlns="http://www.tei-c.org/ns/1.0" n="425"> μητέρα δ'· ἣ βασίλευεν ὑπο <placeName type="urn:cite:hmt:pers.pers314"> Πλάκω</placeName> ὑ̈ληέσσῃ.</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.428	<l xmlns="http://www.tei-c.org/ns/1.0" n="428"> πατρὸς δ' ἐν μεγάροισι βάλ' <persName type="urn:cite:hmt:pers.pers39"> Ἄρτεμις</persName> ἰ̈οχέαιρα·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.429	<l xmlns="http://www.tei-c.org/ns/1.0" n="429"> <persName type="urn:cite:hmt:pers.pers172"> Ἕκτορ</persName> , ἀτὰρ σύ μοι ἐσσὶ πατὴρ καὶ πότνια μήτηρ</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.436	<l xmlns="http://www.tei-c.org/ns/1.0" n="436"> ἀμφ' <persName n="urn:cite:hmt:pers.pers127"> <persName n="urn:cite:hmt:pers.pers281"> Αἴαντε</persName></persName> δύω. καὶ ἀγακλυτὸν <persName n="urn:cite:hmt:pers.pers287"> Ἰ̈δομενῆα</persName> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.437	<l xmlns="http://www.tei-c.org/ns/1.0" n="437"> ἠ δ`' ἀμφ' <persName n="urn:cite:hmt:pers.pers22"> <persName n="urn:cite:hmt:pers.pers119"> Ἀτρείδας</persName></persName> . καὶ <persName n="urn:cite:hmt:pers.pers251"> Τυδέος</persName> ἄλκιμον υἱόν.</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.440	<l xmlns="http://www.tei-c.org/ns/1.0" n="440"> τὴν δ' αῦτε προσέειπε μέγας κορυθαιόλος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> ·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.449	<l xmlns="http://www.tei-c.org/ns/1.0" n="449"> καὶ <persName n="urn:cite:hmt:pers.pers145"> Πρίαμος</persName> . καὶ λαὸς ἐϋμμελίῳ <persName n="urn:cite:hmt:pers.pers145"> Πριάμοιο</persName> .</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.451	<l xmlns="http://www.tei-c.org/ns/1.0" n="451"> οὔτ' αὐτῆς <persName n="urn:cite:hmt:pers.pers535"> Ἑκάβης</persName> , οὔτε <persName n="urn:cite:hmt:pers.pers145"> Πριάμοιο</persName> ἄνακτος.</l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.460	<l xmlns="http://www.tei-c.org/ns/1.0" n="460"> <persName> Ἕκτορος</persName> ἧδε γυνὴ. ὃς ἀριστεύεσκε μάχεσθαι </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.466	<l xmlns="http://www.tei-c.org/ns/1.0" n="466"> Ὡς εἰπὼν. οὗ παιδὸς ὀρέξατο φαίδιμος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.472	<l xmlns="http://www.tei-c.org/ns/1.0" n="472"> αὐτίκ' ἀπὸ κρατὸς κόρυθ' εἵλετο φαίδιμος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.475	<l xmlns="http://www.tei-c.org/ns/1.0" n="475"> εἶπεν ἐπευξάμενος <persName n="urn:cite:hmt:pers.pers8"> Διΐ</persName> τ' ἄλλοισίν τε θεοῖσι· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.476	<l xmlns="http://www.tei-c.org/ns/1.0" n="476"> <persName n="urn:cite:hmt:pers.pers8"> Ζεῦ</persName> ἄλλοί τε θεοὶ· δότε δὴ καὶ τόνδε γενέσθαι </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.494	<l xmlns="http://www.tei-c.org/ns/1.0" n="494"> ὡς ἄρα φωνήσας. κόρυθ' εἵλετο φαίδιμος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.498	<l xmlns="http://www.tei-c.org/ns/1.0" n="498"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορος</persName> ἀνδροφόνοιο· κιχήσατο δ' ἔνδοθι πολλὰς </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.500	<l xmlns="http://www.tei-c.org/ns/1.0" n="500"> αἱ μὲν ἔτι ζωὸν γόον <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορα</persName> ᾧ ἐνὶ οἴκῳ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.503	<l xmlns="http://www.tei-c.org/ns/1.0" n="503"> Οὐδὲ <persName n="urn:cite:hmt:pers.pers129"> Πάρις</persName> δήθυνεν ἐν ὑψηλοῖσι δόμοισι· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.512	<l xmlns="http://www.tei-c.org/ns/1.0" n="512"> ὡς υἱὸς <persName n="urn:cite:hmt:pers.pers145"> Πριάμοιο</persName> <persName n="urn:cite:hmt:pers.pers129"> Πάρις</persName> . κατα Περγάμου ἄκρης. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.515	<l xmlns="http://www.tei-c.org/ns/1.0" n="515"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορα</persName> δῖον ἔτετμεν ἀδελφεὸν εὐτ' ὰρ ἔμελλε </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.517	<l xmlns="http://www.tei-c.org/ns/1.0" n="517"> τὸν πρότερος προσέειπεν <persName n="urn:cite:hmt:pers.pers129"> Ἀλέξανδρος</persName> θεοειδής· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.520	<l xmlns="http://www.tei-c.org/ns/1.0" n="520"> τόνδ' ἀπαμειβόμενος προσέφη κορυθαιόλος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:6.526	<l xmlns="http://www.tei-c.org/ns/1.0" n="526"> ἀλλ' ΐομεν· τὰ δ`' ὄπισθεν ἀρεσσόμεθ' αἴ κέ ποθι <persName n="urn:cite:hmt:pers.pers8"> Ζεὺς</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.1	<l xmlns="http://www.tei-c.org/ns/1.0" n="1"> Ὡς εἰπὼν. πυλέων ἐξέσσυτο φαίδιμος <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορ</persName> . </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.2	<l xmlns="http://www.tei-c.org/ns/1.0" n="2"> τῷ δ᾽ ἅμ᾽ <persName n="urn:cite:hmt:pers.pers129"> Ἀλέξανδρος</persName> κί᾽ ἀδελφεός· ἐν δ᾽ άρα θυμῷ </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.8	<l xmlns="http://www.tei-c.org/ns/1.0" n="8"> Ἔνθ᾽ <sic> ἐλέτην</sic> , ὁ μὲν, υἱὸν <persName n="urn:cite:hmt:pers.pers669"> Ἀρηϊθόοιο</persName> ἄνακτος </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.9	<l xmlns="http://www.tei-c.org/ns/1.0" n="9"> <placeName n="urn:cite:hmt:place.place130"> Ἄρνῃ</placeName> ναιετάοντα <persName n="urn:cite:hmt:pers.pers670"> Μενέσθιον</persName> . ὃν κορυνήτης </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.10	<l xmlns="http://www.tei-c.org/ns/1.0" n="10"> γείνατ᾽ <persName n="urn:cite:hmt:pers.pers669"> Ἀρηΐθοος</persName> . καὶ <persName n="urn:cite:hmt:pers.pers671"> Φυλομέδουσα</persName> βοῶπις· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.11	<l xmlns="http://www.tei-c.org/ns/1.0" n="11"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτoρ</persName> δ᾽ <persName n="urn:cite:hmt:pers.pers668"> Ηϊονῆα</persName> βάλ᾽ ἔγχεϊ ὀξυόεντι </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.13	<l xmlns="http://www.tei-c.org/ns/1.0" n="13"> <persName n="urn:cite:hmt:pers.pers463"> Γλαῦκος</persName> δ᾽ <persName n="urn:cite:hmt:pers.pers667"> Ἱππολόχοιο</persName> πάϊς. <rs n="urn:cite:hmt:place.place75" type="ethnic"> Λυκίων</rs> ἀγὸς ἀνδρων. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.14	<l xmlns="http://www.tei-c.org/ns/1.0" n="14"> <persName n="urn:cite:hmt:pers.pers666"> Ἰ̈φίνοον</persName> βάλε δουρὶ κατα κρατερὴν ὑσμίνην. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.15	<l xmlns="http://www.tei-c.org/ns/1.0" n="15"> <persName n="urn:cite:hmt:pers.pers666"> Δεξιάδην</persName> , ἵππων ἐπιάλμενον ὠκειάων. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.17	<l xmlns="http://www.tei-c.org/ns/1.0" n="17"> Τοὺς δ᾽ ὡς οὖν ἐνόησε θεὰ γλαυκῶπις <persName n="urn:cite:hmt:pers.pers67"> Ἀθήνη</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.20	<l xmlns="http://www.tei-c.org/ns/1.0" n="20"> <placeName n="urn:cite:hmt:place.place6"> Ἴ̈λιον</placeName> εἰς ἱ̈ερὴν. τῇ δ᾽ ἀντίος ὤρνυτ᾽ <persName n="urn:cite:hmt:pers.pers40"> Ἀπόλλων</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.23	<l xmlns="http://www.tei-c.org/ns/1.0" n="23"> τὴν πρότερος προσέειπεν, ἄναξ <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> υἱὸς, <persName n="urn:cite:hmt:pers.pers40"> Ἀπόλλων</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.24	<l xmlns="http://www.tei-c.org/ns/1.0" n="24"> τίπτε σὺ δ᾽ αὖ, μεμαυῖα <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> θύγατερ μεγάλοιο </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.26	<l xmlns="http://www.tei-c.org/ns/1.0" n="26"> ῆ ἵ̈να δὴ <rs n="urn:cite:hmt:pers.pers66" type="ethnic"> Δαναοῖσι</rs> μάχης ἑτεραλκέα νίκην </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.33	<l xmlns="http://www.tei-c.org/ns/1.0" n="33"> Τὸν δ᾽ αῦτε προσέειπε θεὰ γλαυκῶπις <persName n="urn:cite:hmt:pers.pers67"> Ἀθήνη</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.37	<l xmlns="http://www.tei-c.org/ns/1.0" n="37"> Τὴν δ᾽ αῦτε προσέειπεν ἄναξ, <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> υἱὸς. <persName n="urn:cite:hmt:pers.pers40"> Ἀπόλλων</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.38	<l xmlns="http://www.tei-c.org/ns/1.0" n="38"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορος</persName> όρσωμεν κρατερὸν μένος ἱπποδάμοιο. </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.39	<l xmlns="http://www.tei-c.org/ns/1.0" n="39"> ἤν τινά που <rs n="urn:cite:hmt:pers.pers66" type="ethnic"> Δαναῶν</rs> προκαλέσσεται οἰόθεν οἶος </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.42	<l xmlns="http://www.tei-c.org/ns/1.0" n="42"> οἶον ἐπόρσειαν πολεμίζειν <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορι</persName> δίῳ· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.43	<l xmlns="http://www.tei-c.org/ns/1.0" n="43"> Ὡς ἔφατ᾽· οὐδ᾽ ἀπίθησε θεὰ γλαυκῶπις <persName n="urn:cite:hmt:pers.pers67"> Ἀθήνη</persName> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.44	<l xmlns="http://www.tei-c.org/ns/1.0" n="44"> τῶν δ᾽ <persName n="urn:cite:hmt:pers.pers558"> Ἕλενος</persName> <persName n="urn:cite:hmt:pers.pers145"> Πριάμοιο</persName> φίλος παῖς σύνθετο θυμῷ </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.46	<l xmlns="http://www.tei-c.org/ns/1.0" n="46"> στῆ δὲ παρ᾽ <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορ᾽</persName> ἰ̈ὼν, καί μιν προς μῦθον ἔειπεν·</l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.47	<l xmlns="http://www.tei-c.org/ns/1.0" n="47"> <persName n="urn:cite:hmt:pers.pers172"> Ἕκτορ</persName> . υἱὲ <persName n="urn:cite:hmt:pers.pers145"> Πριάμοιο</persName> , <persName n="urn:cite:hmt:pers.pers8"> Διῒ</persName> μῆτιν ἀτάλαντε· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.54	<l xmlns="http://www.tei-c.org/ns/1.0" n="54"> ὡς ἔφαθ᾽. <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> δ᾽ αῦτ᾽ ἐχάρη μέγα μῦθον ἀκούσας· </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.57	<l xmlns="http://www.tei-c.org/ns/1.0" n="57"> κὰδ δ᾽ <persName n="urn:cite:hmt:pers.pers22"> Ἀγαμέμνων</persName> εἷσεν ἐϋκνήμιδας <rs n="urn:cite:hmt:place.place96" type="ethnic"> Ἀχαιούς</rs> · </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.58	<l xmlns="http://www.tei-c.org/ns/1.0" n="58"> κὰδ δ᾽ ἂρ <persName n="urn:cite:hmt:pers.pers67"> Ἀθηναίη</persName> τε καὶ ἀργυρότοξος <persName n="urn:cite:hmt:pers.pers40"> Ἀπόλλων</persName></l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.60	<l xmlns="http://www.tei-c.org/ns/1.0" n="60"> φηγῷ ἐφ᾽ ὑψηλῇ πατρὸς <persName n="urn:cite:hmt:pers.pers8"> Διὸς</persName> αἰγιόχοιο </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.63	<l xmlns="http://www.tei-c.org/ns/1.0" n="63"> οἵη δὲ <persName n="urn:cite:hmt:pers.pers320"> Ζεφύροιο</persName> ἐχεύατο πόντον ἔπι φρὶξ </l>
urn:cts:greekLit:tlg0012.tlg001.msA:7.66	<l xmlns="http://www.tei-c.org/ns/1.0" n="66"> ἐν πεδίῳ· <persName n="urn:cite:hmt:pers.pers172"> Ἕκτωρ</persName> δὲ μετ αμφοτέροισιν ἔειπε· </l>
